contact_id,txn_id,txn_date,product_id,touch_type
746872658,422905787,2/2/15,VGSNX,Call
452419376,422905788,6/5/15,CIBCX,Call
448988645,422905789,8/8/15,LDLAX,Web Visit
267397229,422905790,9/27/15,DLTNX,Call
318955847,422905791,2/22/16,VBINX,Call
400922174,422905792,10/2/15,NHMAX,Call
411978990,422905793,5/6/15,VVIAX,Email
145022214,422905794,7/20/15,LDLAX,Visit
635569963,422905795,3/5/15,AMECX,Web Visit
347734795,422905796,2/11/15,VQNPX,Visit
700016650,422905797,1/22/16,ABALX,Web Visit
975937433,422905798,6/29/15,MAMAX,Visit
709767433,422905799,10/19/15,VAIPX,Call
842899298,422905800,1/6/16,PRNEX,Call
408947167,422905801,1/5/15,FGMNX,Web Visit
831813128,422905802,10/10/15,BALCX,Visit
907823700,422905803,2/10/16,JABAX,Visit
262648896,422905804,4/11/15,ICPAX,Email
108204668,422905805,2/19/16,VSCGX,Email
477008796,422905806,4/8/15,AEPGX,Call
102340801,422905807,1/7/15,TRRDX,Call
126395029,422905808,1/9/16,ANWPX,Visit
853812781,422905809,2/7/15,VDIGX,Call
310963669,422905810,8/11/15,PRFHX,Web Visit
782900329,422905811,4/14/15,TPINX,Call
428397761,422905812,2/3/16,NAESX,Visit
456839081,422905813,1/9/16,PRFHX,Visit
439090104,422905814,12/21/15,FLVCX,Email
424338019,422905815,4/15/15,FKTFX,Web Visit
188029206,422905816,5/26/15,FSDIX,Call
299027460,422905817,1/5/16,FKUTX,Email
113709192,422905818,11/11/15,ANCFX,Web Visit
165008433,422905819,2/27/16,VTENX,Email
251070248,422905820,4/24/15,JATTX,Visit
768666417,422905821,1/17/16,VEMAX,Visit
664491044,422905822,8/2/15,VWENX,Call
134699383,422905823,2/16/16,NEWFX,Call
938576082,422905824,2/12/16,FSDIX,Email
827942827,422905825,3/23/15,PTTRX,Call
339391476,422905826,1/26/16,VASGX,Visit
951939983,422905827,9/22/15,HSCSX,Email
604389046,422905828,3/5/15,VSGAX,Visit
278493805,422905829,6/3/15,VDIGX,Web Visit
155356005,422905830,3/27/16,FUSVX,Web Visit
350870771,422905831,11/13/15,VWIAX,Call
522464749,422905832,6/8/15,VITPX,Email
156108146,422905833,3/15/15,TRRMX,Visit
109626994,422905834,1/23/15,VGENX,Email
679923205,422905835,1/5/15,ACSTX,Call
451590517,422905836,10/22/15,VIFSX,Email
141683811,422905837,8/22/15,OAKLX,Visit
371432000,422905838,7/4/15,FOCPX,Visit
114933580,422905839,2/21/15,VFORX,Visit
934597143,422905840,2/9/15,VITPX,Email
457329737,422905841,2/22/16,FSDAX,Email
255580807,422905842,6/5/15,USHYX,Visit
152900242,422905843,2/29/16,TRBCX,Visit
873432703,422905844,5/30/15,VBIIX,Call
437254738,422905845,2/9/16,MPGFX,Call
435788123,422905846,7/19/15,VISGX,Visit
129624757,422905847,4/1/15,GENIX,Web Visit
330385538,422905848,11/9/15,VEIRX,Call
308552986,422905849,6/19/15,VBMPX,Web Visit
370803711,422905850,2/6/16,PONDX,Visit
610522739,422905851,5/1/15,VTSAX,Email
198357636,422905852,2/27/16,CWGIX,Call
303299052,422905853,1/4/16,SGENX,Email
245083566,422905854,2/2/15,VITSX,Web Visit
224776398,422905855,5/29/15,VITPX,Visit
639365192,422905856,7/6/15,VEIRX,Web Visit
474831764,422905857,3/20/15,USBSX,Web Visit
334054167,422905858,9/16/15,SHSAX,Web Visit
419559542,422905859,3/19/15,VTXVX,Email
429739603,422905860,1/22/16,HSCSX,Web Visit
365897374,422905861,7/23/15,FCNKX,Call
838142662,422905862,3/26/15,VWENX,Visit
846936531,422905863,9/23/15,FFNOX,Email
541494115,422905864,2/21/15,VFFVX,Call
277781556,422905865,8/3/15,FSCSX,Email
725051765,422905866,8/10/15,VGSLX,Visit
141336809,422905867,2/1/16,OAKLX,Web Visit
849955987,422905868,6/29/15,PRWAX,Call
193118856,422905869,10/20/15,FPHAX,Web Visit
242568066,422905870,11/13/15,FKTFX,Visit
471664520,422905871,3/23/15,FDFAX,Email
449639560,422905872,2/13/16,FLATX,Call
501417185,422905873,9/15/15,FSCSX,Call
659516362,422905874,9/24/15,FBDIX,Call
563186969,422905875,1/11/16,FFNOX,Call
206986571,422905876,2/15/16,FSEMX,Web Visit
818139430,422905877,4/24/15,OAKLX,Web Visit
621171903,422905878,5/27/15,VHCOX,Email
269473838,422905879,8/21/15,MWTRX,Visit
384805778,422905880,11/15/15,VGSNX,Web Visit
105665937,422905881,12/26/15,VTMSX,Web Visit
357803903,422905882,2/5/15,VIMAX,Visit
923225275,422905883,1/5/16,FCNKX,Call
229030885,422905884,3/11/15,MINIX,Email
114328681,422905885,7/14/15,VDIGX,Visit
120098772,422905886,1/27/15,VEIEX,Web Visit
489513583,422905887,9/10/15,POSKX,Email
308934220,422905888,1/17/15,VIVAX,Email
145559982,422905889,11/23/15,ARTIX,Call
102841535,422905890,9/2/15,VIFSX,Email
415489177,422905891,6/9/15,TWGTX,Web Visit
288388036,422905892,11/25/15,RERCX,Email
278930706,422905893,12/8/15,FNMIX,Email
714471214,422905894,9/15/15,VWIUX,Call
145683061,422905895,12/5/15,FCISX,Email
108938929,422905896,8/8/15,AKREX,Email
153281735,422905897,2/18/16,DLTNX,Call
969844681,422905898,3/13/16,TRRJX,Call
238930421,422905899,12/22/15,BALCX,Visit
979012837,422905900,2/20/16,FPURX,Email
435348734,422905901,6/19/15,MAPTX,Visit
690231543,422905902,4/10/15,PRSGX,Email
713301260,422905903,3/4/16,FXSIX,Web Visit
780300767,422905904,5/23/15,FSMVX,Email
241670729,422905905,12/18/15,SHAPX,Visit
267450307,422905906,9/3/15,SGIIX,Email
764515688,422905907,11/7/15,PTTDX,Web Visit
700778457,422905908,5/26/15,USSPX,Email
685403508,422905909,2/11/15,VMGRX,Email
385403972,422905910,2/15/16,USBSX,Call
705030935,422905911,12/3/15,VINIX,Web Visit
182017090,422905912,1/4/16,SHRAX,Web Visit
773449403,422905913,4/3/15,VWNDX,Web Visit
338165732,422905914,1/19/15,AKREX,Visit
911769091,422905915,2/24/15,ORNAX,Visit
121034444,422905916,5/17/15,VEXAX,Web Visit
192062068,422905917,4/8/15,KAUFX,Email
785166486,422905918,1/1/15,ODVYX,Web Visit
114200539,422905919,4/13/15,SPHIX,Email
299675902,422905920,2/12/16,JNBCX,Call
128930431,422905921,9/19/15,MLPDX,Visit
364442294,422905922,7/24/15,MWTIX,Visit
130085176,422905923,6/23/15,MINIX,Email
102942394,422905924,8/31/15,HACAX,Call
199628422,422905925,4/15/15,PRMTX,Web Visit
101821349,422905926,10/14/15,VTINX,Email
389009735,422905927,3/18/15,MLPDX,Web Visit
156617451,422905928,1/16/15,FTBFX,Call
724159198,422905929,4/20/15,VBTIX,Visit
907854387,422905930,2/18/16,FSEVX,Web Visit
469312201,422905931,1/31/15,VGPMX,Web Visit
649619591,422905932,2/5/16,PGRWX,Visit
206986571,422905933,5/6/15,VTENX,Email
509129066,422905934,2/25/16,AKREX,Email
152044087,422905935,7/22/15,STFGX,Call
686495758,422905936,3/21/16,VTENX,Email
274406890,422905937,7/24/15,VWNDX,Email
392242862,422905938,4/27/15,ANAYX,Email
581125491,422905939,2/22/15,AIVSX,Web Visit
615405527,422905940,5/9/15,TRRKX,Email
192906016,422905941,3/23/16,PMEGX,Web Visit
458779592,422905942,12/15/15,VIGRX,Call
397707534,422905943,9/4/15,MCLOX,Email
848978804,422905944,4/26/15,BAICX,Web Visit
517240898,422905945,4/18/15,VGSLX,Email
701171228,422905946,10/4/15,STFGX,Call
236056330,422905947,4/17/15,VEXRX,Visit
951580284,422905948,3/20/16,TEDIX,Web Visit
118166795,422905949,3/16/15,ANEFX,Email
258024615,422905950,3/15/16,TRRDX,Call
383383827,422905951,3/29/16,VTMGX,Visit
520108261,422905952,11/2/15,VASVX,Email
369068547,422905953,1/31/15,SNXFX,Web Visit
406815040,422905954,8/31/15,VWUSX,Email
135385321,422905955,3/5/16,VQNPX,Web Visit
929805409,422905956,2/25/16,VIEIX,Visit
166824969,422905957,2/4/16,JNGLX,Visit
385023187,422905958,8/17/15,FGCKX,Visit
100620888,422905959,1/20/15,LSBDX,Email
464094799,422905960,10/19/15,VISVX,Email
698257871,422905961,3/15/16,PGNAX,Call
451897491,422905962,1/5/15,LSBRX,Visit
226952663,422905963,12/24/15,TRRNX,Web Visit
857680090,422905964,7/7/15,VTRIX,Web Visit
365332742,422905965,2/12/16,TIBCX,Web Visit
247723661,422905966,9/24/15,VASGX,Email
500973301,422905967,6/12/15,SMMIX,Visit
469983935,422905968,2/27/15,FRESX,Visit
179639745,422905969,7/15/15,THOPX,Visit
593721975,422905970,10/7/15,ODVYX,Call
422395721,422905971,11/26/15,FSEVX,Email
643903418,422905972,3/30/15,TRRJX,Visit
772613652,422905973,9/27/15,VWIUX,Email
147230515,422905974,6/17/15,FSPTX,Email
482746640,422905975,12/26/15,VIGIX,Email
453091661,422905976,4/18/15,FBSOX,Email
168684101,422905977,3/2/16,TRRMX,Call
222104945,422905978,2/6/15,FKUTX,Email
609564761,422905979,1/13/15,MAPTX,Web Visit
595393460,422905980,6/4/15,MLPDX,Web Visit
581332569,422905981,3/9/15,PRSGX,Email
387759698,422905982,3/24/15,FFFFX,Web Visit
134976833,422905983,9/15/15,VFSTX,Web Visit
155813757,422905984,9/26/15,ANEFX,Call
151051295,422905985,7/18/15,FDFAX,Visit
373246541,422905986,2/12/16,FCNKX,Call
398708972,422905987,11/19/15,PRSCX,Web Visit
105988952,422905988,1/28/15,SPECX,Web Visit
742353529,422905989,9/28/15,VBMFX,Email
699787705,422905990,8/11/15,VEXRX,Email
467261648,422905991,9/8/15,VFSTX,Web Visit
109724902,422905992,9/20/15,TGBAX,Email
176017143,422905993,1/12/15,SOPAX,Web Visit
911425426,422905994,12/21/15,JAMRX,Call
154683394,422905995,9/23/15,FBSOX,Email
672755165,422905996,4/5/15,FSMVX,Visit
333586963,422905997,5/17/15,VTSNX,Email
209606056,422905998,1/28/15,GAUCX,Call
124377224,422905999,7/27/15,VBTIX,Visit
146647829,422906000,3/26/16,VFORX,Call
587434733,422906001,8/19/15,JATTX,Email
437829819,422906002,12/28/15,VFIAX,Visit
307138110,422906003,2/3/16,VDIGX,Email
531870408,422906004,12/27/15,TWHIX,Call
176278626,422906005,8/20/15,VMRGX,Call
229264155,422906006,3/1/15,FSCHX,Visit
277608773,422906007,4/23/15,CWGIX,Visit
186093769,422906008,2/10/15,VTIVX,Web Visit
712124761,422906009,2/17/16,VPCCX,Email
330366207,422906010,4/12/15,FRSTX,Call
399883658,422906011,10/7/15,VAIPX,Call
585059255,422906012,1/14/16,VTINX,Web Visit
741799558,422906013,1/27/16,VGTSX,Call
373585670,422906014,2/7/16,VWIUX,Email
704151477,422906015,4/29/15,TEPLX,Visit
406413777,422906016,3/5/16,FARCX,Web Visit
110976858,422906017,11/13/15,FNCMX,Call
295533673,422906018,6/28/15,FSICX,Call
135459444,422906019,6/27/15,FKUTX,Web Visit
142258855,422906020,10/8/15,VGSIX,Visit
220649706,422906021,12/3/15,LZEMX,Web Visit
919248572,422906022,2/13/15,VINEX,Email
368037897,422906023,7/22/15,USSPX,Visit
196035516,422906024,4/9/15,PRHSX,Call
437359204,422906025,3/13/15,VFSTX,Visit
115864600,422906026,1/2/15,VEXRX,Call
115870068,422906027,4/24/15,FSICX,Email
206544627,422906028,5/25/15,FNARX,Web Visit
838014848,422906029,9/4/15,VMLUX,Visit
502004828,422906030,12/29/15,FDCAX,Visit
766830968,422906031,8/3/15,PRHSX,Call
160181784,422906032,1/17/16,VCVLX,Visit
523387701,422906033,1/8/15,ONGAX,Visit
109078237,422906034,4/13/15,SHRAX,Email
358075200,422906035,1/15/15,VQNPX,Visit
465889565,422906036,10/24/15,PRSGX,Email
113198202,422906037,3/14/16,ARTIX,Visit
499593803,422906038,10/11/15,TOLLX,Visit
450467209,422906039,5/1/15,FSRPX,Email
889461680,422906040,6/12/15,ONGAX,Call
634194949,422906041,1/25/15,TRREX,Call
308739416,422906042,11/16/15,OAKLX,Web Visit
612094907,422906043,3/12/15,VGSIX,Call
184088232,422906044,11/8/15,ARTIX,Email
351651124,422906045,1/28/15,ABALX,Visit
326784599,422906046,1/26/16,FFFFX,Email
458550060,422906047,6/9/15,VWNEX,Visit
196293833,422906048,3/31/16,TAREX,Call
530099391,422906049,12/25/15,VFINX,Visit
403747188,422906050,2/18/15,PRLAX,Web Visit
812618525,422906051,3/21/15,SWPPX,Visit
548816839,422906052,1/1/16,PENNX,Visit
201915997,422906053,1/21/15,FLPSX,Email
389821899,422906054,9/13/15,JABAX,Call
442987948,422906055,1/1/16,FSPHX,Web Visit
396592073,422906056,11/26/15,DLTNX,Visit
268618948,422906057,2/7/16,VMCIX,Visit
334670513,422906058,11/25/15,MWTRX,Web Visit
149940273,422906059,10/21/15,FRSTX,Visit
442385241,422906060,8/20/15,VEMAX,Email
109831360,422906061,5/15/15,THOPX,Visit
840613289,422906062,9/18/15,TRRNX,Call
578123636,422906063,3/22/16,FIGRX,Web Visit
817157351,422906064,5/17/15,VIGIX,Visit
864030177,422906065,11/27/15,TEDIX,Web Visit
205257490,422906066,3/19/16,VBMPX,Call
497466288,422906067,12/22/15,TIBCX,Email
195136091,422906068,2/15/16,FMILX,Visit
293271672,422906069,6/16/15,FSMEX,Web Visit
546714923,422906070,2/9/16,YACKX,Visit
976124518,422906071,8/7/15,PONCX,Email
264469280,422906072,4/10/15,OSTIX,Email
189739834,422906073,2/16/16,THOPX,Web Visit
110362235,422906074,3/25/16,FDFAX,Email
171290898,422906075,9/2/15,VWESX,Email
167867032,422906076,1/22/16,AKREX,Web Visit
580801397,422906077,10/13/15,FKINX,Web Visit
177540706,422906078,3/12/16,HSGFX,Web Visit
531276444,422906079,8/17/15,MWTIX,Web Visit
274438665,422906080,10/2/15,BALCX,Web Visit
930081742,422906081,9/9/15,ANWPX,Web Visit
126042240,422906082,11/4/15,FBSOX,Visit
570923469,422906083,2/24/16,VISVX,Call
489289019,422906084,12/28/15,FFFFX,Email
714470163,422906085,5/10/15,FHKCX,Call
457194851,422906086,10/19/15,FKGRX,Email
525565705,422906087,2/10/15,SPECX,Visit
240897987,422906088,2/16/16,VIGIX,Call
257233243,422906089,3/7/15,VISVX,Email
353030959,422906090,1/20/16,VTMFX,Web Visit
259211391,422906091,3/16/15,PTTCX,Call
553895820,422906092,12/19/15,PTTCX,Web Visit
248677530,422906093,7/14/15,TOLLX,Visit
604389046,422906094,2/2/15,GWPAX,Visit
239808637,422906095,1/8/16,AIVSX,Call
639365192,422906096,5/17/15,TRRNX,Email
346915772,422906097,12/9/15,VMCPX,Web Visit
664519902,422906098,1/10/16,FMILX,Email
258833540,422906099,2/26/16,PGRWX,Web Visit
219441416,422906100,5/16/15,NHMAX,Call
767556875,422906101,1/17/16,FESGX,Call
950061190,422906102,9/2/15,PRNHX,Call
261420052,422906103,3/24/15,PRMTX,Web Visit
195858742,422906104,6/23/15,THOPX,Email
963754016,422906105,2/8/16,MCHFX,Web Visit
168562482,422906106,11/29/15,SMMIX,Web Visit
180119196,422906107,1/10/16,VMLUX,Web Visit
394587551,422906108,4/9/15,BERIX,Email
512246986,422906109,10/1/15,VITPX,Email
588011453,422906110,1/24/15,PRGFX,Web Visit
171714299,422906111,3/22/16,PMEGX,Call
390587581,422906112,3/21/15,FUSVX,Visit
462600193,422906113,3/26/16,VEIEX,Call
425997608,422906114,12/5/15,USATX,Call
871348216,422906115,4/23/15,BAICX,Web Visit
654633208,422906116,1/21/15,PRLAX,Email
121734410,422906117,6/21/15,MLPDX,Visit
285306725,422906118,4/10/15,ACEIX,Visit
792312441,422906119,1/20/15,VBMPX,Web Visit
172307807,422906120,3/31/16,TRRDX,Email
201312686,422906121,3/11/16,SMMIX,Visit
918829942,422906122,1/15/15,ONGIX,Email
376077325,422906123,1/4/16,ACRNX,Email
943870342,422906124,4/26/15,PTTCX,Web Visit
489289019,422906125,9/22/15,VFIDX,Web Visit
122924468,422906126,8/20/15,SOPAX,Visit
667727454,422906127,3/4/16,YACKX,Visit
163915741,422906128,3/8/16,VWEAX,Visit
187268676,422906129,4/2/15,TWCGX,Web Visit
922635341,422906130,2/4/15,AEPGX,Email
567861449,422906131,2/6/16,FBDIX,Email
123106160,422906132,3/18/15,POAGX,Email
123832984,422906133,12/13/15,VASIX,Web Visit
447622296,422906134,8/10/15,FSTVX,Email
128798034,422906135,3/29/16,VIPSX,Email
546557002,422906136,1/4/15,OSTIX,Email
991048116,422906137,4/29/15,MQIFX,Web Visit
537082119,422906138,12/10/15,VAFAX,Visit
443081281,422906139,3/6/15,VGSIX,Call
885027168,422906140,1/30/16,VWIAX,Call
407380273,422906141,5/8/15,OAKLX,Email
962585742,422906142,4/6/15,NICSX,Web Visit
146647829,422906143,5/17/15,VWNAX,Call
655110679,422906144,10/12/15,VQNPX,Call
236242039,422906145,2/23/16,DODFX,Email
216526897,422906146,3/10/16,USSPX,Call
208309599,422906147,1/5/16,VWNAX,Visit
120847406,422906148,8/25/15,VTMGX,Email
972169074,422906149,4/1/15,TRRHX,Web Visit
251209742,422906150,3/31/15,FFNOX,Call
168375981,422906151,1/12/15,VAIPX,Call
918122237,422906152,6/22/15,FESGX,Call
336115072,422906153,12/11/15,GASFX,Web Visit
477479679,422906154,5/8/15,TRRNX,Email
939244843,422906155,3/21/16,VTMFX,Email
266885644,422906156,12/5/15,LALDX,Email
407736683,422906157,1/3/16,VVIAX,Visit
635921951,422906158,8/3/15,FSPTX,Email
537663274,422906159,1/5/15,VFFVX,Email
429472613,422906160,8/1/15,CAIBX,Email
106982376,422906161,4/23/15,VWILX,Web Visit
269824403,422906162,4/15/15,RIDEX,Email
396765863,422906163,10/11/15,PRFHX,Web Visit
448757875,422906164,8/15/15,BAICX,Web Visit
354710802,422906165,4/16/15,VIMSX,Call
231845400,422906166,1/29/15,SHSAX,Call
240106299,422906167,1/21/16,VBILX,Visit
407082324,422906168,7/7/15,TEPLX,Email
452509796,422906169,4/30/15,VTSNX,Web Visit
308703723,422906170,10/22/15,VBINX,Visit
234399216,422906171,1/7/15,PNOPX,Email
151941187,422906172,2/9/15,FCISX,Call
251660435,422906173,3/16/16,FBDIX,Call
993225686,422906174,8/9/15,SHRAX,Web Visit
144532094,422906175,8/18/15,VITSX,Visit
720927987,422906176,7/12/15,PRWCX,Visit
665583542,422906177,9/1/15,PIREX,Web Visit
973480299,422906178,10/16/15,VGENX,Email
409728897,422906179,7/15/15,LAFFX,Email
494292559,422906180,7/6/15,GWPAX,Visit
370301011,422906181,7/13/15,GLRBX,Email
460819663,422906182,3/18/15,MPGFX,Web Visit
581976522,422906183,10/8/15,VEURX,Visit
455329713,422906184,3/25/16,FSESX,Call
101744062,422906185,8/13/15,LZEMX,Call
403873750,422906186,5/13/15,MMUFX,Visit
835450474,422906187,3/16/15,PRWCX,Call
872363717,422906188,4/24/15,JNBAX,Web Visit
422663372,422906189,5/15/15,PIMIX,Web Visit
500930770,422906190,2/17/16,FLCSX,Email
286865578,422906191,10/8/15,FMAGX,Visit
139781540,422906192,6/11/15,FFFFX,Email
582013316,422906193,2/24/16,OAKIX,Visit
792567035,422906194,3/10/15,YACKX,Email
505090475,422906195,11/22/15,OAKMX,Email
551948861,422906196,1/3/16,JNBCX,Call
699656641,422906197,12/17/15,BAICX,Web Visit
416569836,422906198,3/2/16,VASIX,Email
956380293,422906199,9/23/15,VTSNX,Call
131932943,422906200,9/1/15,FFFDX,Email
384168344,422906201,7/9/15,FSDIX,Email
450467209,422906202,9/24/15,VGSNX,Call
180767422,422906203,1/10/15,AMRMX,Visit
104827243,422906204,2/27/15,VIGAX,Email
492351549,422906205,5/14/15,LAFFX,Email
461018313,422906206,3/2/15,PMEGX,Web Visit
413377123,422906207,6/11/15,NYVTX,Web Visit
159134948,422906208,5/25/15,GLRBX,Web Visit
320049381,422906209,3/5/15,SGROX,Visit
829375485,422906210,7/24/15,VISGX,Web Visit
133292152,422906211,7/20/15,VBINX,Visit
231439534,422906212,1/5/15,VDAIX,Email
675363032,422906213,11/24/15,VWEHX,Visit
105290301,422906214,11/27/15,BERIX,Email
558868134,422906215,12/26/15,FFFHX,Call
694792908,422906216,11/13/15,PRBLX,Email
218882783,422906217,2/10/15,VIMAX,Email
740008241,422906218,2/22/16,AIVSX,Visit
569542382,422906219,11/4/15,VIIIX,Call
747793425,422906220,3/31/15,VWIAX,Web Visit
876081295,422906221,7/23/15,MINIX,Visit
204569036,422906222,8/23/15,TRRMX,Email
144275107,422906223,12/11/15,FSEVX,Call
157884720,422906224,8/19/15,PRIDX,Email
841077808,422906225,1/23/15,TRBCX,Call
401028613,422906226,3/13/15,MDLOX,Email
383192641,422906227,10/5/15,VSCIX,Email
381639842,422906228,2/7/16,HSCSX,Web Visit
176901734,422906229,9/20/15,VDAIX,Visit
424134587,422906230,3/30/15,PRSCX,Web Visit
105851571,422906231,8/20/15,RIDEX,Visit
497783752,422906232,9/9/15,CSRSX,Email
456252274,422906233,11/26/15,FSICX,Visit
491614214,422906234,6/11/15,VTHRX,Web Visit
850004423,422906235,1/1/16,BERIX,Visit
449989963,422906236,8/27/15,MAMAX,Call
279582305,422906237,10/9/15,VWITX,Web Visit
498520044,422906238,3/15/16,PTTCX,Web Visit
434423788,422906239,3/9/15,MDDVX,Email
195539472,422906240,1/24/15,FFFGX,Email
850127784,422906241,1/4/16,ITHAX,Web Visit
130862352,422906242,12/9/15,USBSX,Visit
560732967,422906243,10/1/15,MAPTX,Email
895705746,422906244,9/3/15,PONDX,Web Visit
457228776,422906245,2/21/16,VSCGX,Visit
101875977,422906246,1/11/15,VWNAX,Email
101018815,422906247,7/19/15,FBDIX,Visit
270058165,422906248,9/23/15,VGELX,Email
825771915,422906249,7/17/15,LSBDX,Call
144532094,422906250,5/2/15,VWENX,Call
331064768,422906251,11/13/15,VIVAX,Web Visit
823939224,422906252,8/31/15,MCLOX,Call
469430190,422906253,8/31/15,VINIX,Visit
134268796,422906254,5/22/15,SOPAX,Call
493074500,422906255,2/24/16,DFFVX,Visit
